Target_File,Status,Primary_Source,Source_URL,Source_Year_or_Version,Chosen_Case_Basis,Specific_Use,Current_File_State,Notes
hourlysystemdemand_202407.csv,reference_only,ISO-NE Real-Time Hourly System Load Report,https://www.iso-ne.com/transform/csv/hourlysystemdemand?start=20240701&end=20240731,July 2024,Reference chronology retained for comparison against the EIA balancing-authority build,Stored in raw_sources,No longer the primary load chronology driver in the current ISO-NE case build
EBA.zip,current_build,EIA balancing-authority hourly demand and generation archive,https://www.eia.gov/opendata/browser/electricity/rto/region-data,March 2026 download,Public ISO-NE hourly load-zone demand and hourly generation by fuel for preprocessing,Stored in raw_sources,Used to derive hourly load-zone demand and hourly system NI for July 2024
nodalloadweights_4001_202407.csv,current_build,ISO-NE Nodal Load Weights Report (ME),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4001_202407.csv,July 2024,Public nodal load weights for Maine load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the ME load zone
nodalloadweights_4002_202407.csv,current_build,ISO-NE Nodal Load Weights Report (NH),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4002_202407.csv,July 2024,Public nodal load weights for New Hampshire load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the NH load zone
nodalloadweights_4003_202407.csv,current_build,ISO-NE Nodal Load Weights Report (VT),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4003_202407.csv,July 2024,Public nodal load weights for Vermont load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the VT load zone
nodalloadweights_4004_202407.csv,current_build,ISO-NE Nodal Load Weights Report (CT),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4004_202407.csv,July 2024,Public nodal load weights for Connecticut load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the CT load zone
nodalloadweights_4005_202407.csv,current_build,ISO-NE Nodal Load Weights Report (RI),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4005_202407.csv,July 2024,Public nodal load weights for Rhode Island load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the RI load zone
nodalloadweights_4006_202407.csv,current_build,ISO-NE Nodal Load Weights Report (NEMA/Boston),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4006_202407.csv,July 2024,Public nodal load weights for NEMA/Boston load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the NEMA/Boston load zone
nodalloadweights_4007_202407.csv,current_build,ISO-NE Nodal Load Weights Report (SEMA),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4007_202407.csv,July 2024,Public nodal load weights for SEMA load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the SEMA load zone
nodalloadweights_4008_202407.csv,current_build,ISO-NE Nodal Load Weights Report (WCMA),https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/nodalloadweights_4008_202407.csv,July 2024,Public nodal load weights for WCMA load zone,Stored in raw_sources,Used to shape synthetic bus demand shares within the WCMA load zone
isone_capacity_zone_reference_2023_24.csv,draft,ISO-NE public capacity-zone references,https://www.iso-ne.com/about/key-stats/markets | https://www.iso-ne.com/about/key-stats/maps-and-diagrams/,2023-24,Define HOPE Zone_id basis,Reference table populated,Used only as a preprocessing/reference table
isone_load_zone_reference.csv,draft,ISO-NE public load-zone references,https://www.iso-ne.com/about/key-stats/maps-and-diagrams/,2024 public reference,Track load zones and state mapping,Reference table populated,Supports preprocessing geography and future data alignment
isone_capacity_zone_to_load_zone_map_2023_24.csv,draft,ISO-NE public references plus case-specific interpretation,https://www.iso-ne.com/about/key-stats/markets | https://www.iso-ne.com/about/key-stats/maps-and-diagrams/,2023-24,Map HOPE zones to ISO-NE-style load zones,Reference table populated,Used only for case construction
bus_geography_map.csv,current_build,TAMU Summer90Tight plus local force-layout embedding, public load-center anchors, public corridor pulls, and plant-coordinate blending,local preprocessing,Current ISO-NE case build,Document bus-level zone/state/load-zone/coordinates,Reference table populated,No MULTI placeholder at the bus level
generator_mapping.csv,current_build,EIA-860 public operable generators plus scored synthetic bus assignment,local preprocessing,2024 EIA-860,Document assigned synthetic bus for each public generator,Reference table populated,Uses plant coordinates plus bus strength/corridor scoring rather than pure nearest-bus mapping
zonedata.csv,current_build,ISO-NE zone labels plus TAMU bus-load aggregation,local preprocessing,Current ISO-NE case build,Define the four HOPE zones and nominal zone tags,Populated direct input,State column is only a nominal zone tag for this nodal case
busdata.csv,current_build,TAMU buses plus local zone/state/load-zone/geography mapping,local preprocessing,Current ISO-NE case build,Bus-level nodal geography and load shares,Populated direct input,Includes explicit State and geographic coordinates
branchdata.csv,current_build,TAMU Summer90Tight branch table,local TAMU staging,Summer90Tight,HOPE nodal branch topology,Populated direct input,Lossless branch data with line ratings from MATPOWER branch limits
linedata.csv,current_build,Derived from branchdata and zone map,local derived file,Current ISO-NE case build,Zonal branch summary for reporting,Populated direct input,Aggregated only across branches crossing the four HOPE zones
gendata.csv,current_build,EIA-860 public operable generators mapped to synthetic buses,local preprocessing,2024 EIA-860,HOPE generator fleet,Populated direct input,Public New England fleet attached to the 250-bus synthetic network
